0.00465388,0.00465388,214.875
0.0281085,0.0234547,42.6354
0.0358715,0.00776299,128.816
0.0401242,0.00425264,235.148
0.044861,0.00473687,211.11
0.0520264,0.00716536,139.56
0.0577309,0.00570447,175.301
0.0603268,0.00259594,385.216
0.0630809,0.00275404,363.103
0.0658983,0.00281746,354.93
0.0692699,0.00337154,296.6
0.0721481,0.00287824,347.434
0.0742727,0.00212456,470.685
0.0767999,0.00252727,395.684
0.0790656,0.00226571,441.362
0.081185,0.0021193,471.853
0.0835188,0.00233381,428.485
0.0857295,0.00221077,452.33
0.0878322,0.00210265,475.591
0.0901476,0.0023154,431.892
0.0927707,0.00262312,381.225
0.0950227,0.00225198,444.054
0.0973647,0.00234199,426.988
0.0995968,0.00223211,448.007
0.101973,0.00237589,420.895
0.104389,0.00241622,413.87
0.106578,0.00218915,456.799
0.109115,0.0025372,394.135
0.111733,0.00261815,381.949
0.114407,0.00267339,374.057
0.116569,0.00216197,462.541
0.118862,0.00229319,436.075
0.12098,0.00211814,472.113
0.123069,0.0020892,478.651
0.125533,0.00246327,405.965
0.128211,0.00267835,373.364
0.130588,0.00237735,420.637
0.132975,0.0023867,418.988
0.135468,0.00249308,401.111
0.137649,0.00218126,458.451
0.140008,0.00235894,423.919
0.142276,0.00226776,440.964
0.1444,0.00212427,470.749
0.146758,0.00235777,424.13
0.149002,0.00224438,445.557
0.151145,0.00214239,466.768
0.15357,0.00242498,412.374
0.156195,0.00262487,380.971
0.158441,0.00224672,445.093
0.160677,0.00223532,447.363
0.162864,0.0021871,457.226
0.165106,0.00224175,446.08
0.167468,0.00236245,423.29
0.169699,0.00223123,448.183
0.171977,0.00227828,438.927
0.175006,0.00302875,330.17
0.177457,0.00245099,407.998
0.179596,0.00213918,467.47
0.181908,0.00231189,432.547
0.184018,0.00210995,473.944
0.186193,0.00217454,459.868
0.188436,0.00224292,445.847
0.190628,0.00219266,456.068
0.192731,0.00210265,475.591
0.195027,0.0022964,435.464
0.197493,0.0024659,405.532
0.199616,0.00212281,471.074
0.201938,0.00232212,430.642
0.204073,0.0021345,468.494
0.206266,0.00219324,455.946
0.208569,0.00230254,434.304
0.210701,0.00213275,468.879
0.213034,0.00233322,428.592
0.215598,0.00256321,390.135
0.218187,0.00258981,386.129
0.220492,0.00230487,433.863
0.222799,0.00230634,433.588
0.224934,0.00213508,468.365
0.227101,0.00216752,461.356
0.229468,0.00236683,422.506
0.231682,0.00221428,451.614
0.233979,0.0022964,435.464
0.236686,0.00270758,369.334
0.239254,0.0025676,389.469
0.241421,0.00216694,461.481
0.24374,0.00231949,431.13
0.24596,0.00221954,450.544
0.248156,0.00219645,455.279
0.250507,0.00235017,425.501
0.252775,0.00226805,440.907
0.255016,0.00224146,446.138
0.257505,0.0024884,401.865
0.260053,0.0025486,392.372
0.262333,0.00227974,438.646
0.264699,0.00236624,422.611
0.266929,0.00222977,448.477
