Time t,theta 1,theta 2,theta 3,omega 1,omega 2,omega 3
11.6,0,1.0472,-1.0472,0,2.2479e-015,-1.01155e-014
11.61,0,1.0472,-1.0472,0,2.24984e-015,-1.01243e-014
11.62,0,1.0472,-1.0472,0,2.25177e-015,-1.0133e-014
11.63,0,1.0472,-1.0472,0,2.25371e-015,-1.01417e-014
11.64,0,1.0472,-1.0472,0,2.25565e-015,-1.01504e-014
11.65,0,1.0472,-1.0472,0,2.25759e-015,-1.01591e-014
11.66,0,1.0472,-1.0472,0,2.25953e-015,-1.01679e-014
11.67,0,1.0472,-1.0472,0,2.26146e-015,-1.01766e-014
11.68,0,1.0472,-1.0472,0,2.2634e-015,-1.01853e-014
11.69,0,1.0472,-1.0472,0,2.26534e-015,-1.0194e-014
11.7,0,1.0472,-1.0472,0,2.26728e-015,-1.02027e-014
11.71,0,1.0472,-1.0472,0,2.26922e-015,-1.02115e-014
11.72,0,1.0472,-1.0472,0,2.27115e-015,-1.02202e-014
11.73,0,1.0472,-1.0472,0,2.27309e-015,-1.02289e-014
11.74,0,1.0472,-1.0472,0,2.27503e-015,-1.02376e-014
11.75,0,1.0472,-1.0472,0,2.27697e-015,-1.02463e-014
11.76,0,1.0472,-1.0472,0,2.2789e-015,-1.02551e-014
11.77,0,1.0472,-1.0472,0,2.28084e-015,-1.02638e-014
11.78,0,1.0472,-1.0472,0,2.28278e-015,-1.02725e-014
11.79,0,1.0472,-1.0472,0,2.28472e-015,-1.02812e-014
11.8,0,1.0472,-1.0472,0,2.28666e-015,-1.029e-014
11.81,0,1.0472,-1.0472,0,2.28859e-015,-1.02987e-014
11.82,0,1.0472,-1.0472,0,2.29053e-015,-1.03074e-014
11.83,0,1.0472,-1.0472,0,2.29247e-015,-1.03161e-014
11.84,0,1.0472,-1.0472,0,2.29441e-015,-1.03248e-014
11.85,0,1.0472,-1.0472,0,2.29634e-015,-1.03336e-014
11.86,0,1.0472,-1.0472,0,2.29828e-015,-1.03423e-014
11.87,0,1.0472,-1.0472,0,2.30022e-015,-1.0351e-014
11.88,0,1.0472,-1.0472,0,2.30216e-015,-1.03597e-014
11.89,0,1.0472,-1.0472,0,2.3041e-015,-1.03684e-014
11.9,0,1.0472,-1.0472,0,2.30603e-015,-1.03772e-014
11.91,0,1.0472,-1.0472,0,2.30797e-015,-1.03859e-014
11.92,0,1.0472,-1.0472,0,2.30991e-015,-1.03946e-014
11.93,0,1.0472,-1.0472,0,2.31185e-015,-1.04033e-014
11.94,0,1.0472,-1.0472,0,2.31379e-015,-1.0412e-014
11.95,0,1.0472,-1.0472,0,2.31572e-015,-1.04208e-014
11.96,0,1.0472,-1.0472,0,2.31766e-015,-1.04295e-014
11.97,0,1.0472,-1.0472,0,2.3196e-015,-1.04382e-014
11.98,0,1.0472,-1.0472,0,2.32154e-015,-1.04469e-014
11.99,0,1.0472,-1.0472,0,2.32347e-015,-1.04556e-014
12,0,1.0472,-1.0472,0,2.32541e-015,-1.04644e-014
12.01,0,1.0472,-1.0472,0,2.32735e-015,-1.04731e-014
12.02,0,1.0472,-1.0472,0,2.32929e-015,-1.04818e-014
12.03,0,1.0472,-1.0472,0,2.33123e-015,-1.04905e-014
12.04,0,1.0472,-1.0472,0,2.33316e-015,-1.04992e-014
12.05,0,1.0472,-1.0472,0,2.3351e-015,-1.0508e-014
12.06,0,1.0472,-1.0472,0,2.33704e-015,-1.05167e-014
12.07,0,1.0472,-1.0472,0,2.33898e-015,-1.05254e-014
12.08,0,1.0472,-1.0472,0,2.34092e-015,-1.05341e-014
12.09,0,1.0472,-1.0472,0,2.34285e-015,-1.05428e-014
12.1,0,1.0472,-1.0472,0,2.34479e-015,-1.05516e-014
12.11,0,1.0472,-1.0472,0,2.34673e-015,-1.05603e-014
12.12,0,1.0472,-1.0472,0,2.34867e-015,-1.0569e-014
12.13,0,1.0472,-1.0472,0,2.3506e-015,-1.05777e-014
12.14,0,1.0472,-1.0472,0,2.35254e-015,-1.05864e-014
12.15,0,1.0472,-1.0472,0,2.35448e-015,-1.05952e-014
12.16,0,1.0472,-1.0472,0,2.35642e-015,-1.06039e-014
12.17,0,1.0472,-1.0472,0,2.35836e-015,-1.06126e-014
12.18,0,1.0472,-1.0472,0,2.36029e-015,-1.06213e-014
12.19,0,1.0472,-1.0472,0,2.36223e-015,-1.063e-014
12.2,0,1.0472,-1.0472,0,2.36417e-015,-1.06388e-014
12.21,0,1.0472,-1.0472,0,2.36611e-015,-1.06475e-014
12.22,0,1.0472,-1.0472,0,2.36805e-015,-1.06562e-014
12.23,0,1.0472,-1.0472,0,2.36998e-015,-1.06649e-014
12.24,0,1.0472,-1.0472,0,2.37192e-015,-1.06736e-014
12.25,0,1.0472,-1.0472,0,2.37386e-015,-1.06824e-014
12.26,0,1.0472,-1.0472,0,2.3758e-015,-1.06911e-014
12.27,0,1.0472,-1.0472,0,2.37773e-015,-1.06998e-014
12.28,0,1.0472,-1.0472,0,2.37967e-015,-1.07085e-014
12.29,0,1.0472,-1.0472,0,2.38161e-015,-1.07172e-014
12.3,0,1.0472,-1.0472,0,2.38355e-015,-1.0726e-014
12.31,0,1.0472,-1.0472,0,2.38549e-015,-1.07347e-014
12.32,0,1.0472,-1.0472,0,2.38742e-015,-1.07434e-014
12.33,0,1.0472,-1.0472,0,2.38936e-015,-1.07521e-014
12.34,0,1.0472,-1.0472,0,2.3913e-015,-1.07608e-014
12.35,0,1.0472,-1.0472,0,2.39324e-015,-1.07696e-014
12.36,0,1.0472,-1.0472,0,2.39517e-015,-1.07783e-014
12.37,0,1.0472,-1.0472,0,2.39711e-015,-1.0787e-014
12.38,0,1.0472,-1.0472,0,2.39905e-015,-1.07957e-014
12.39,0,1.0472,-1.0472,0,2.40099e-015,-1.08044e-014
12.4,0,1.0472,-1.0472,0,2.40293e-015,-1.08132e-014
12.41,0,1.0472,-1.0472,0,2.40486e-015,-1.08219e-014
12.42,0,1.0472,-1.0472,0,2.4068e-015,-1.08306e-014
12.43,0,1.0472,-1.0472,0,2.40874e-015,-1.08393e-014
12.44,0,1.0472,-1.0472,0,2.41068e-015,-1.0848e-014
12.45,0,1.0472,-1.0472,0,2.41262e-015,-1.08568e-014
12.46,0,1.0472,-1.0472,0,2.41455e-015,-1.08655e-014
12.47,0,1.0472,-1.0472,0,2.41649e-015,-1.08742e-014
12.48,0,1.0472,-1.0472,0,2.41843e-015,-1.08829e-014
12.49,0,1.0472,-1.0472,0,2.42037e-015,-1.08917e-014
12.5,0,1.0472,-1.0472,0,2.4223e-015,-1.09004e-014
12.51,0,1.0472,-1.0472,0,2.42424e-015,-1.09091e-014
12.52,0,1.0472,-1.0472,0,2.42618e-015,-1.09178e-014
12.53,0,1.0472,-1.0472,0,2.42812e-015,-1.09265e-014
12.54,0,1.0472,-1.0472,0,2.43006e-015,-1.09353e-014
12.55,0,1.0472,-1.0472,0,2.43199e-015,-1.0944e-014
12.56,0,1.0472,-1.0472,0,2.43393e-015,-1.09527e-014
12.57,0,1.0472,-1.0472,0,2.43587e-015,-1.09614e-014
12.58,0,1.0472,-1.0472,0,2.43781e-015,-1.09701e-014
12.59,0,1.0472,-1.0472,0,2.43975e-015,-1.09789e-014
12.6,0,1.0472,-1.0472,0,2.44168e-015,-1.09876e-014
12.61,0,1.0472,-1.0472,0,2.44362e-015,-1.09963e-014
12.62,0,1.0472,-1.0472,0,2.44556e-015,-1.1005e-014
12.63,0,1.0472,-1.0472,0,2.4475e-015,-1.10137e-014
12.64,0,1.0472,-1.0472,0,2.44943e-015,-1.10225e-014
12.65,0,1.0472,-1.0472,0,2.45137e-015,-1.10312e-014
12.66,0,1.0472,-1.0472,0,2.45331e-015,-1.10399e-014
12.67,0,1.0472,-1.0472,0,2.45525e-015,-1.10486e-014
12.68,0,1.0472,-1.0472,0,2.45719e-015,-1.10573e-014
12.69,0,1.0472,-1.0472,0,2.45912e-015,-1.10661e-014
12.7,0,1.0472,-1.0472,0,2.46106e-015,-1.10748e-014
12.71,0,1.0472,-1.0472,0,2.463e-015,-1.10835e-014
12.72,0,1.0472,-1.0472,0,2.46494e-015,-1.10922e-014
12.73,0,1.0472,-1.0472,0,2.46688e-015,-1.11009e-014
12.74,0,1.0472,-1.0472,0,2.46881e-015,-1.11097e-014
12.75,0,1.0472,-1.0472,0,2.47075e-015,-1.11184e-014
12.76,0,1.0472,-1.0472,0,2.47269e-015,-1.11271e-014
12.77,0,1.0472,-1.0472,0,2.47463e-015,-1.11358e-014
12.78,0,1.0472,-1.0472,0,2.47656e-015,-1.11445e-014
12.79,0,1.0472,-1.0472,0,2.4785e-015,-1.11533e-014
12.8,0,1.0472,-1.0472,0,2.48044e-015,-1.1162e-014
12.81,0,1.0472,-1.0472,0,2.48238e-015,-1.11707e-014
12.82,0,1.0472,-1.0472,0,2.48432e-015,-1.11794e-014
12.83,0,1.0472,-1.0472,0,2.48625e-015,-1.11881e-014
12.84,0,1.0472,-1.0472,0,2.48819e-015,-1.11969e-014
12.85,0,1.0472,-1.0472,0,2.49013e-015,-1.12056e-014
12.86,0,1.0472,-1.0472,0,2.49207e-015,-1.12143e-014
12.87,0,1.0472,-1.0472,0,2.49401e-015,-1.1223e-014
12.88,0,1.0472,-1.0472,0,2.49594e-015,-1.12317e-014
12.89,0,1.0472,-1.0472,0,2.49788e-015,-1.12405e-014
12.9,0,1.0472,-1.0472,0,2.49982e-015,-1.12492e-014
12.91,0,1.0472,-1.0472,0,2.50176e-015,-1.12579e-014
12.92,0,1.0472,-1.0472,0,2.50369e-015,-1.12666e-014
12.93,0,1.0472,-1.0472,0,2.50563e-015,-1.12753e-014
12.94,0,1.0472,-1.0472,0,2.50757e-015,-1.12841e-014
12.95,0,1.0472,-1.0472,0,2.50951e-015,-1.12928e-014
12.96,0,1.0472,-1.0472,0,2.51145e-015,-1.13015e-014
12.97,0,1.0472,-1.0472,0,2.51338e-015,-1.13102e-014
12.98,0,1.0472,-1.0472,0,2.51532e-015,-1.13189e-014
12.99,0,1.0472,-1.0472,0,2.51726e-015,-1.13277e-014
13,0,1.0472,-1.0472,0,2.5192e-015,-1.13364e-014
13.01,0,1.0472,-1.0472,0,2.52113e-015,-1.13451e-014
13.02,0,1.0472,-1.0472,0,2.52307e-015,-1.13538e-014
13.03,0,1.0472,-1.0472,0,2.52501e-015,-1.13625e-014
13.04,0,1.0472,-1.0472,0,2.52695e-015,-1.13713e-014
13.05,0,1.0472,-1.0472,0,2.52889e-015,-1.138e-014
13.06,0,1.0472,-1.0472,0,2.53082e-015,-1.13887e-014
13.07,0,1.0472,-1.0472,0,2.53276e-015,-1.13974e-014
13.08,0,1.0472,-1.0472,0,2.5347e-015,-1.14061e-014
13.09,0,1.0472,-1.0472,0,2.53664e-015,-1.14149e-014
13.1,0,1.0472,-1.0472,0,2.53858e-015,-1.14236e-014
13.11,0,1.0472,-1.0472,0,2.54051e-015,-1.14323e-014
13.12,0,1.0472,-1.0472,0,2.54245e-015,-1.1441e-014
13.13,0,1.0472,-1.0472,0,2.54439e-015,-1.14498e-014
13.14,0,1.0472,-1.0472,0,2.54633e-015,-1.14585e-014
13.15,0,1.0472,-1.0472,0,2.54826e-015,-1.14672e-014
13.16,0,1.0472,-1.0472,0,2.5502e-015,-1.14759e-014
13.17,0,1.0472,-1.0472,0,2.55214e-015,-1.14846e-014
13.18,0,1.0472,-1.0472,0,2.55408e-015,-1.14934e-014
13.19,0,1.0472,-1.0472,0,2.55602e-015,-1.15021e-014
13.2,0,1.0472,-1.0472,0,2.55795e-015,-1.15108e-014
13.21,0,1.0472,-1.0472,0,2.55989e-015,-1.15195e-014
13.22,0,1.0472,-1.0472,0,2.56183e-015,-1.15282e-014
13.23,0,1.0472,-1.0472,0,2.56377e-015,-1.1537e-014
13.24,0,1.0472,-1.0472,0,2.56571e-015,-1.15457e-014
13.25,0,1.0472,-1.0472,0,2.56764e-015,-1.15544e-014
13.26,0,1.0472,-1.0472,0,2.56958e-015,-1.15631e-014
13.27,0,1.0472,-1.0472,0,2.57152e-015,-1.15718e-014
13.28,0,1.0472,-1.0472,0,2.57346e-015,-1.15806e-014
13.29,0,1.0472,-1.0472,0,2.57539e-015,-1.15893e-014
13.3,0,1.0472,-1.0472,0,2.57733e-015,-1.1598e-014
13.31,0,1.0472,-1.0472,0,2.57927e-015,-1.16067e-014
13.32,0,1.0472,-1.0472,0,2.58121e-015,-1.16154e-014
13.33,0,1.0472,-1.0472,0,2.58315e-015,-1.16242e-014
13.34,0,1.0472,-1.0472,0,2.58508e-015,-1.16329e-014
13.35,0,1.0472,-1.0472,0,2.58702e-015,-1.16416e-014
13.36,0,1.0472,-1.0472,0,2.58896e-015,-1.16503e-014
13.37,0,1.0472,-1.0472,0,2.5909e-015,-1.1659e-014
13.38,0,1.0472,-1.0472,0,2.59284e-015,-1.16678e-014
13.39,0,1.0472,-1.0472,0,2.59477e-015,-1.16765e-014
13.4,0,1.0472,-1.0472,0,2.59671e-015,-1.16852e-014
13.41,0,1.0472,-1.0472,0,2.59865e-015,-1.16939e-014
13.42,0,1.0472,-1.0472,0,2.60059e-015,-1.17026e-014
13.43,0,1.0472,-1.0472,0,2.60252e-015,-1.17114e-014
13.44,0,1.0472,-1.0472,0,2.60446e-015,-1.17201e-014
13.45,0,1.0472,-1.0472,0,2.6064e-015,-1.17288e-014
13.46,0,1.0472,-1.0472,0,2.60834e-015,-1.17375e-014
13.47,0,1.0472,-1.0472,0,2.61028e-015,-1.17462e-014
13.48,0,1.0472,-1.0472,0,2.61221e-015,-1.1755e-014
13.49,0,1.0472,-1.0472,0,2.61415e-015,-1.17637e-014
13.5,0,1.0472,-1.0472,0,2.61609e-015,-1.17724e-014
13.51,0,1.0472,-1.0472,0,2.61803e-015,-1.17811e-014
13.52,0,1.0472,-1.0472,0,2.61996e-015,-1.17898e-014
13.53,0,1.0472,-1.0472,0,2.6219e-015,-1.17986e-014
13.54,0,1.0472,-1.0472,0,2.62384e-015,-1.18073e-014
13.55,0,1.0472,-1.0472,0,2.62578e-015,-1.1816e-014
13.56,0,1.0472,-1.0472,0,2.62772e-015,-1.18247e-014
13.57,0,1.0472,-1.0472,0,2.62965e-015,-1.18334e-014
13.58,0,1.0472,-1.0472,0,2.63159e-015,-1.18422e-014
13.59,0,1.0472,-1.0472,0,2.63353e-015,-1.18509e-014
13.6,0,1.0472,-1.0472,0,2.63547e-015,-1.18596e-014
13.61,0,1.0472,-1.0472,0,2.63741e-015,-1.18683e-014
13.62,0,1.0472,-1.0472,0,2.63934e-015,-1.1877e-014
13.63,0,1.0472,-1.0472,0,2.64128e-015,-1.18858e-014
13.64,0,1.0472,-1.0472,0,2.64322e-015,-1.18945e-014
13.65,0,1.0472,-1.0472,0,2.64516e-015,-1.19032e-014
13.66,0,1.0472,-1.0472,0,2.64709e-015,-1.19119e-014
13.67,0,1.0472,-1.0472,0,2.64903e-015,-1.19206e-014
13.68,0,1.0472,-1.0472,0,2.65097e-015,-1.19294e-014
13.69,0,1.0472,-1.0472,0,2.65291e-015,-1.19381e-014
13.7,0,1.0472,-1.0472,0,2.65485e-015,-1.19468e-014
13.71,0,1.0472,-1.0472,0,2.65678e-015,-1.19555e-014
13.72,0,1.0472,-1.0472,0,2.65872e-015,-1.19642e-014
13.73,0,1.0472,-1.0472,0,2.66066e-015,-1.1973e-014
13.74,0,1.0472,-1.0472,0,2.6626e-015,-1.19817e-014
13.75,0,1.0472,-1.0472,0,2.66454e-015,-1.19904e-014
13.76,0,1.0472,-1.0472,0,2.66647e-015,-1.19991e-014
13.77,0,1.0472,-1.0472,0,2.66841e-015,-1.20078e-014
13.78,0,1.0472,-1.0472,0,2.67035e-015,-1.20166e-014
13.79,0,1.0472,-1.0472,0,2.67229e-015,-1.20253e-014
13.8,0,1.0472,-1.0472,0,2.67422e-015,-1.2034e-014
13.81,0,1.0472,-1.0472,0,2.67616e-015,-1.20427e-014
13.82,0,1.0472,-1.0472,0,2.6781e-015,-1.20515e-014
13.83,0,1.0472,-1.0472,0,2.68004e-015,-1.20602e-014
13.84,0,1.0472,-1.0472,0,2.68198e-015,-1.20689e-014
13.85,0,1.0472,-1.0472,0,2.68391e-015,-1.20776e-014
13.86,0,1.0472,-1.0472,0,2.68585e-015,-1.20863e-014
13.87,0,1.0472,-1.0472,0,2.68779e-015,-1.20951e-014
13.88,0,1.0472,-1.0472,0,2.68973e-015,-1.21038e-014
13.89,0,1.0472,-1.0472,0,2.69167e-015,-1.21125e-014
13.9,0,1.0472,-1.0472,0,2.6936e-015,-1.21212e-014
13.91,0,1.0472,-1.0472,0,2.69554e-015,-1.21299e-014
13.92,0,1.0472,-1.0472,0,2.69748e-015,-1.21387e-014
13.93,0,1.0472,-1.0472,0,2.69942e-015,-1.21474e-014
13.94,0,1.0472,-1.0472,0,2.70135e-015,-1.21561e-014
13.95,0,1.0472,-1.0472,0,2.70329e-015,-1.21648e-014
13.96,0,1.0472,-1.0472,0,2.70523e-015,-1.21735e-014
13.97,0,1.0472,-1.0472,0,2.70717e-015,-1.21823e-014
13.98,0,1.0472,-1.0472,0,2.70911e-015,-1.2191e-014
13.99,0,1.0472,-1.0472,0,2.71104e-015,-1.21997e-014
14,0,1.0472,-1.0472,0,2.71298e-015,-1.22084e-014
14.01,0,1.0472,-1.0472,0,2.71492e-015,-1.22171e-014
14.02,0,1.0472,-1.0472,0,2.71686e-015,-1.22259e-014
14.03,0,1.0472,-1.0472,0,2.71879e-015,-1.22346e-014
14.04,0,1.0472,-1.0472,0,2.72073e-015,-1.22433e-014
14.05,0,1.0472,-1.0472,0,2.72267e-015,-1.2252e-014
14.06,0,1.0472,-1.0472,0,2.72461e-015,-1.22607e-014
14.07,0,1.0472,-1.0472,0,2.72655e-015,-1.22695e-014
14.08,0,1.0472,-1.0472,0,2.72848e-015,-1.22782e-014
14.09,0,1.0472,-1.0472,0,2.73042e-015,-1.22869e-014
14.1,0,1.0472,-1.0472,0,2.73236e-015,-1.22956e-014
14.11,0,1.0472,-1.0472,0,2.7343e-015,-1.23043e-014
14.12,0,1.0472,-1.0472,0,2.73624e-015,-1.23131e-014
14.13,0,1.0472,-1.0472,0,2.73817e-015,-1.23218e-014
14.14,0,1.0472,-1.0472,0,2.74011e-015,-1.23305e-014
14.15,0,1.0472,-1.0472,0,2.74205e-015,-1.23392e-014
14.16,0,1.0472,-1.0472,0,2.74399e-015,-1.23479e-014
14.17,0,1.0472,-1.0472,0,2.74592e-015,-1.23567e-014
14.18,0,1.0472,-1.0472,0,2.74786e-015,-1.23654e-014
14.19,0,1.0472,-1.0472,0,2.7498e-015,-1.23741e-014
14.2,0,1.0472,-1.0472,0,2.75174e-015,-1.23828e-014
14.21,0,1.0472,-1.0472,0,2.75368e-015,-1.23915e-014
14.22,0,1.0472,-1.0472,0,2.75561e-015,-1.24003e-014
14.23,0,1.0472,-1.0472,0,2.75755e-015,-1.2409e-014
14.24,0,1.0472,-1.0472,0,2.75949e-015,-1.24177e-014
14.25,0,1.0472,-1.0472,0,2.76143e-015,-1.24264e-014
14.26,0,1.0472,-1.0472,0,2.76337e-015,-1.24351e-014
14.27,0,1.0472,-1.0472,0,2.7653e-015,-1.24439e-014
14.28,0,1.0472,-1.0472,0,2.76724e-015,-1.24526e-014
14.29,0,1.0472,-1.0472,0,2.76918e-015,-1.24613e-014
14.3,0,1.0472,-1.0472,0,2.77112e-015,-1.247e-014
14.31,0,1.0472,-1.0472,0,2.77305e-015,-1.24787e-014
14.32,0,1.0472,-1.0472,0,2.77499e-015,-1.24875e-014
14.33,0,1.0472,-1.0472,0,2.77693e-015,-1.24962e-014
14.34,0,1.0472,-1.0472,0,2.77887e-015,-1.25049e-014
14.35,0,1.0472,-1.0472,0,2.78081e-015,-1.25136e-014
14.36,0,1.0472,-1.0472,0,2.78274e-015,-1.25223e-014
14.37,0,1.0472,-1.0472,0,2.78468e-015,-1.25311e-014
14.38,0,1.0472,-1.0472,0,2.78662e-015,-1.25398e-014
14.39,0,1.0472,-1.0472,0,2.78856e-015,-1.25485e-014
14.4,0,1.0472,-1.0472,0,2.7905e-015,-1.25572e-014
14.41,0,1.0472,-1.0472,0,2.79243e-015,-1.25659e-014
14.42,0,1.0472,-1.0472,0,2.79437e-015,-1.25747e-014
14.43,0,1.0472,-1.0472,0,2.79631e-015,-1.25834e-014
14.44,0,1.0472,-1.0472,0,2.79825e-015,-1.25921e-014
14.45,0,1.0472,-1.0472,0,2.80018e-015,-1.26008e-014
14.46,0,1.0472,-1.0472,0,2.80212e-015,-1.26095e-014
14.47,0,1.0472,-1.0472,0,2.80406e-015,-1.26183e-014
14.48,0,1.0472,-1.0472,0,2.806e-015,-1.2627e-014
14.49,0,1.0472,-1.0472,0,2.80794e-015,-1.26357e-014
14.5,0,1.0472,-1.0472,0,2.80987e-015,-1.26444e-014
14.51,0,1.0472,-1.0472,0,2.81181e-015,-1.26532e-014
14.52,0,1.0472,-1.0472,0,2.81375e-015,-1.26619e-014
14.53,0,1.0472,-1.0472,0,2.81569e-015,-1.26706e-014
14.54,0,1.0472,-1.0472,0,2.81762e-015,-1.26793e-014
14.55,0,1.0472,-1.0472,0,2.81956e-015,-1.2688e-014
14.56,0,1.0472,-1.0472,0,2.8215e-015,-1.26968e-014
14.57,0,1.0472,-1.0472,0,2.82344e-015,-1.27055e-014
14.58,0,1.0472,-1.0472,0,2.82538e-015,-1.27142e-014
14.59,0,1.0472,-1.0472,0,2.82731e-015,-1.27229e-014
14.6,0,1.0472,-1.0472,0,2.82925e-015,-1.27316e-014
14.61,0,1.0472,-1.0472,0,2.83119e-015,-1.27404e-014
14.62,0,1.0472,-1.0472,0,2.83313e-015,-1.27491e-014
14.63,0,1.0472,-1.0472,0,2.83507e-015,-1.27578e-014
14.64,0,1.0472,-1.0472,0,2.837e-015,-1.27665e-014
14.65,0,1.0472,-1.0472,0,2.83894e-015,-1.27752e-014
14.66,0,1.0472,-1.0472,0,2.84088e-015,-1.2784e-014
14.67,0,1.0472,-1.0472,0,2.84282e-015,-1.27927e-014
14.68,0,1.0472,-1.0472,0,2.84475e-015,-1.28014e-014
14.69,0,1.0472,-1.0472,0,2.84669e-015,-1.28101e-014
14.7,0,1.0472,-1.0472,0,2.84863e-015,-1.28188e-014
14.71,0,1.0472,-1.0472,0,2.85057e-015,-1.28276e-014
14.72,0,1.0472,-1.0472,0,2.85251e-015,-1.28363e-014
14.73,0,1.0472,-1.0472,0,2.85444e-015,-1.2845e-014
14.74,0,1.0472,-1.0472,0,2.85638e-015,-1.28537e-014
14.75,0,1.0472,-1.0472,0,2.85832e-015,-1.28624e-014
14.76,0,1.0472,-1.0472,0,2.86026e-015,-1.28712e-014
14.77,0,1.0472,-1.0472,0,2.8622e-015,-1.28799e-014
14.78,0,1.0472,-1.0472,0,2.86413e-015,-1.28886e-014
14.79,0,1.0472,-1.0472,0,2.86607e-015,-1.28973e-014
14.8,0,1.0472,-1.0472,0,2.86801e-015,-1.2906e-014
14.81,0,1.0472,-1.0472,0,2.86995e-015,-1.29148e-014
14.82,0,1.0472,-1.0472,0,2.87188e-015,-1.29235e-014
14.83,0,1.0472,-1.0472,0,2.87382e-015,-1.29322e-014
14.84,0,1.0472,-1.0472,0,2.87576e-015,-1.29409e-014
14.85,0,1.0472,-1.0472,0,2.8777e-015,-1.29496e-014
14.86,0,1.0472,-1.0472,0,2.87964e-015,-1.29584e-014
14.87,0,1.0472,-1.0472,0,2.88157e-015,-1.29671e-014
14.88,0,1.0472,-1.0472,0,2.88351e-015,-1.29758e-014
14.89,0,1.0472,-1.0472,0,2.88545e-015,-1.29845e-014
14.9,0,1.0472,-1.0472,0,2.88739e-015,-1.29932e-014
14.91,0,1.0472,-1.0472,0,2.88933e-015,-1.3002e-014
14.92,0,1.0472,-1.0472,0,2.89126e-015,-1.30107e-014
14.93,0,1.0472,-1.0472,0,2.8932e-015,-1.30194e-014
14.94,0,1.0472,-1.0472,0,2.89514e-015,-1.30281e-014
14.95,0,1.0472,-1.0472,0,2.89708e-015,-1.30368e-014
14.96,0,1.0472,-1.0472,0,2.89901e-015,-1.30456e-014
14.97,0,1.0472,-1.0472,0,2.90095e-015,-1.30543e-014
14.98,0,1.0472,-1.0472,0,2.90289e-015,-1.3063e-014
14.99,0,1.0472,-1.0472,0,2.90483e-015,-1.30717e-014
15,0,1.0472,-1.0472,0,2.90677e-015,-1.30804e-014
15.01,0,1.0472,-1.0472,0,2.9087e-015,-1.30892e-014
15.02,0,1.0472,-1.0472,0,2.91064e-015,-1.30979e-014
15.03,0,1.0472,-1.0472,0,2.91258e-015,-1.31066e-014
15.04,0,1.0472,-1.0472,0,2.91452e-015,-1.31153e-014
15.05,0,1.0472,-1.0472,0,2.91645e-015,-1.3124e-014
15.06,0,1.0472,-1.0472,0,2.91839e-015,-1.31328e-014
15.07,0,1.0472,-1.0472,0,2.92033e-015,-1.31415e-014
15.08,0,1.0472,-1.0472,0,2.92227e-015,-1.31502e-014
15.09,0,1.0472,-1.0472,0,2.92421e-015,-1.31589e-014
15.1,0,1.0472,-1.0472,0,2.92614e-015,-1.31676e-014
15.11,0,1.0472,-1.0472,0,2.92808e-015,-1.31764e-014
15.12,0,1.0472,-1.0472,0,2.93002e-015,-1.31851e-014
15.13,0,1.0472,-1.0472,0,2.93196e-015,-1.31938e-014
15.14,0,1.0472,-1.0472,0,2.9339e-015,-1.32025e-014
15.15,0,1.0472,-1.0472,0,2.93583e-015,-1.32113e-014
15.16,0,1.0472,-1.0472,0,2.93777e-015,-1.322e-014
15.17,0,1.0472,-1.0472,0,2.93971e-015,-1.32287e-014
15.18,0,1.0472,-1.0472,0,2.94165e-015,-1.32374e-014
15.19,0,1.0472,-1.0472,0,2.94358e-015,-1.32461e-014
15.2,0,1.0472,-1.0472,0,2.94552e-015,-1.32549e-014
15.21,0,1.0472,-1.0472,0,2.94746e-015,-1.32636e-014
15.22,0,1.0472,-1.0472,0,2.9494e-015,-1.32723e-014
15.23,0,1.0472,-1.0472,0,2.95134e-015,-1.3281e-014
15.24,0,1.0472,-1.0472,0,2.95327e-015,-1.32897e-014
15.25,0,1.0472,-1.0472,0,2.95521e-015,-1.32985e-014
15.26,0,1.0472,-1.0472,0,2.95715e-015,-1.33072e-014
15.27,0,1.0472,-1.0472,0,2.95909e-015,-1.33159e-014
15.28,0,1.0472,-1.0472,0,2.96103e-015,-1.33246e-014
15.29,0,1.0472,-1.0472,0,2.96296e-015,-1.33333e-014
15.3,0,1.0472,-1.0472,0,2.9649e-015,-1.33421e-014
15.31,0,1.0472,-1.0472,0,2.96684e-015,-1.33508e-014
15.32,0,1.0472,-1.0472,0,2.96878e-015,-1.33595e-014
15.33,0,1.0472,-1.0472,0,2.97071e-015,-1.33682e-014
15.34,0,1.0472,-1.0472,0,2.97265e-015,-1.33769e-014
15.35,0,1.0472,-1.0472,0,2.97459e-015,-1.33857e-014
15.36,0,1.0472,-1.0472,0,2.97653e-015,-1.33944e-014
15.37,0,1.0472,-1.0472,0,2.97847e-015,-1.34031e-014
15.38,0,1.0472,-1.0472,0,2.9804e-015,-1.34118e-014
15.39,0,1.0472,-1.0472,0,2.98234e-015,-1.34205e-014
15.4,0,1.0472,-1.0472,0,2.98428e-015,-1.34293e-014
15.41,0,1.0472,-1.0472,0,2.98622e-015,-1.3438e-014
15.42,0,1.0472,-1.0472,0,2.98816e-015,-1.34467e-014
15.43,0,1.0472,-1.0472,0,2.99009e-015,-1.34554e-014
15.44,0,1.0472,-1.0472,0,2.99203e-015,-1.34641e-014
15.45,0,1.0472,-1.0472,0,2.99397e-015,-1.34729e-014
15.46,0,1.0472,-1.0472,0,2.99591e-015,-1.34816e-014
15.47,0,1.0472,-1.0472,0,2.99784e-015,-1.34903e-014
