Time t,theta 1,theta 2,theta 3,omega 1,omega 2,omega 3
3.84,0,1.0472,-1.0472,0,7.44132e-016,-3.34859e-015
3.85,0,1.0472,-1.0472,0,7.4607e-016,-3.35731e-015
3.86,0,1.0472,-1.0472,0,7.48008e-016,-3.36603e-015
3.87,0,1.0472,-1.0472,0,7.49946e-016,-3.37476e-015
3.88,0,1.0472,-1.0472,0,7.51883e-016,-3.38348e-015
3.89,0,1.0472,-1.0472,0,7.53821e-016,-3.3922e-015
3.9,0,1.0472,-1.0472,0,7.55759e-016,-3.40092e-015
3.91,0,1.0472,-1.0472,0,7.57697e-016,-3.40964e-015
3.92,0,1.0472,-1.0472,0,7.59635e-016,-3.41836e-015
3.93,0,1.0472,-1.0472,0,7.61573e-016,-3.42708e-015
3.94,0,1.0472,-1.0472,0,7.6351e-016,-3.4358e-015
3.95,0,1.0472,-1.0472,0,7.65448e-016,-3.44452e-015
3.96,0,1.0472,-1.0472,0,7.67386e-016,-3.45324e-015
3.97,0,1.0472,-1.0472,0,7.69324e-016,-3.46196e-015
3.98,0,1.0472,-1.0472,0,7.71262e-016,-3.47068e-015
3.99,0,1.0472,-1.0472,0,7.732e-016,-3.4794e-015
4,0,1.0472,-1.0472,0,7.75138e-016,-3.48812e-015
4.01,0,1.0472,-1.0472,0,7.77075e-016,-3.49684e-015
4.02,0,1.0472,-1.0472,0,7.79013e-016,-3.50556e-015
4.03,0,1.0472,-1.0472,0,7.80951e-016,-3.51428e-015
4.04,0,1.0472,-1.0472,0,7.82889e-016,-3.523e-015
4.05,0,1.0472,-1.0472,0,7.84827e-016,-3.53172e-015
4.06,0,1.0472,-1.0472,0,7.86765e-016,-3.54044e-015
4.07,0,1.0472,-1.0472,0,7.88702e-016,-3.54916e-015
4.08,0,1.0472,-1.0472,0,7.9064e-016,-3.55788e-015
4.09,0,1.0472,-1.0472,0,7.92578e-016,-3.5666e-015
4.1,0,1.0472,-1.0472,0,7.94516e-016,-3.57532e-015
4.11,0,1.0472,-1.0472,0,7.96454e-016,-3.58404e-015
4.12,0,1.0472,-1.0472,0,7.98392e-016,-3.59276e-015
4.13,0,1.0472,-1.0472,0,8.00329e-016,-3.60148e-015
4.14,0,1.0472,-1.0472,0,8.02267e-016,-3.6102e-015
4.15,0,1.0472,-1.0472,0,8.04205e-016,-3.61892e-015
4.16,0,1.0472,-1.0472,0,8.06143e-016,-3.62764e-015
4.17,0,1.0472,-1.0472,0,8.08081e-016,-3.63636e-015
4.18,0,1.0472,-1.0472,0,8.10019e-016,-3.64508e-015
4.19,0,1.0472,-1.0472,0,8.11957e-016,-3.6538e-015
4.2,0,1.0472,-1.0472,0,8.13894e-016,-3.66252e-015
4.21,0,1.0472,-1.0472,0,8.15832e-016,-3.67125e-015
4.22,0,1.0472,-1.0472,0,8.1777e-016,-3.67997e-015
4.23,0,1.0472,-1.0472,0,8.19708e-016,-3.68869e-015
4.24,0,1.0472,-1.0472,0,8.21646e-016,-3.69741e-015
4.25,0,1.0472,-1.0472,0,8.23584e-016,-3.70613e-015
4.26,0,1.0472,-1.0472,0,8.25521e-016,-3.71485e-015
4.27,0,1.0472,-1.0472,0,8.27459e-016,-3.72357e-015
4.28,0,1.0472,-1.0472,0,8.29397e-016,-3.73229e-015
4.29,0,1.0472,-1.0472,0,8.31335e-016,-3.74101e-015
4.3,0,1.0472,-1.0472,0,8.33273e-016,-3.74973e-015
4.31,0,1.0472,-1.0472,0,8.35211e-016,-3.75845e-015
4.32,0,1.0472,-1.0472,0,8.37149e-016,-3.76717e-015
4.33,0,1.0472,-1.0472,0,8.39086e-016,-3.77589e-015
4.34,0,1.0472,-1.0472,0,8.41024e-016,-3.78461e-015
4.35,0,1.0472,-1.0472,0,8.42962e-016,-3.79333e-015
4.36,0,1.0472,-1.0472,0,8.449e-016,-3.80205e-015
4.37,0,1.0472,-1.0472,0,8.46838e-016,-3.81077e-015
4.38,0,1.0472,-1.0472,0,8.48776e-016,-3.81949e-015
4.39,0,1.0472,-1.0472,0,8.50713e-016,-3.82821e-015
4.4,0,1.0472,-1.0472,0,8.52651e-016,-3.83693e-015
4.41,0,1.0472,-1.0472,0,8.54589e-016,-3.84565e-015
4.42,0,1.0472,-1.0472,0,8.56527e-016,-3.85437e-015
4.43,0,1.0472,-1.0472,0,8.58465e-016,-3.86309e-015
4.44,0,1.0472,-1.0472,0,8.60403e-016,-3.87181e-015
4.45,0,1.0472,-1.0472,0,8.62341e-016,-3.88053e-015
4.46,0,1.0472,-1.0472,0,8.64278e-016,-3.88925e-015
4.47,0,1.0472,-1.0472,0,8.66216e-016,-3.89797e-015
4.48,0,1.0472,-1.0472,0,8.68154e-016,-3.90669e-015
4.49,0,1.0472,-1.0472,0,8.70092e-016,-3.91541e-015
4.5,0,1.0472,-1.0472,0,8.7203e-016,-3.92413e-015
4.51,0,1.0472,-1.0472,0,8.73968e-016,-3.93285e-015
4.52,0,1.0472,-1.0472,0,8.75905e-016,-3.94157e-015
4.53,0,1.0472,-1.0472,0,8.77843e-016,-3.95029e-015
4.54,0,1.0472,-1.0472,0,8.79781e-016,-3.95901e-015
4.55,0,1.0472,-1.0472,0,8.81719e-016,-3.96774e-015
4.56,0,1.0472,-1.0472,0,8.83657e-016,-3.97646e-015
4.57,0,1.0472,-1.0472,0,8.85595e-016,-3.98518e-015
4.58,0,1.0472,-1.0472,0,8.87532e-016,-3.9939e-015
4.59,0,1.0472,-1.0472,0,8.8947e-016,-4.00262e-015
4.6,0,1.0472,-1.0472,0,8.91408e-016,-4.01134e-015
4.61,0,1.0472,-1.0472,0,8.93346e-016,-4.02006e-015
4.62,0,1.0472,-1.0472,0,8.95284e-016,-4.02878e-015
4.63,0,1.0472,-1.0472,0,8.97222e-016,-4.0375e-015
4.64,0,1.0472,-1.0472,0,8.9916e-016,-4.04622e-015
4.65,0,1.0472,-1.0472,0,9.01097e-016,-4.05494e-015
4.66,0,1.0472,-1.0472,0,9.03035e-016,-4.06366e-015
4.67,0,1.0472,-1.0472,0,9.04973e-016,-4.07238e-015
4.68,0,1.0472,-1.0472,0,9.06911e-016,-4.0811e-015
4.69,0,1.0472,-1.0472,0,9.08849e-016,-4.08982e-015
4.7,0,1.0472,-1.0472,0,9.10787e-016,-4.09854e-015
4.71,0,1.0472,-1.0472,0,9.12724e-016,-4.10726e-015
4.72,0,1.0472,-1.0472,0,9.14662e-016,-4.11598e-015
4.73,0,1.0472,-1.0472,0,9.166e-016,-4.1247e-015
4.74,0,1.0472,-1.0472,0,9.18538e-016,-4.13342e-015
4.75,0,1.0472,-1.0472,0,9.20476e-016,-4.14214e-015
4.76,0,1.0472,-1.0472,0,9.22414e-016,-4.15086e-015
4.77,0,1.0472,-1.0472,0,9.24352e-016,-4.15958e-015
4.78,0,1.0472,-1.0472,0,9.26289e-016,-4.1683e-015
4.79,0,1.0472,-1.0472,0,9.28227e-016,-4.17702e-015
4.8,0,1.0472,-1.0472,0,9.30165e-016,-4.18574e-015
4.81,0,1.0472,-1.0472,0,9.32103e-016,-4.19446e-015
4.82,0,1.0472,-1.0472,0,9.34041e-016,-4.20318e-015
4.83,0,1.0472,-1.0472,0,9.35979e-016,-4.2119e-015
4.84,0,1.0472,-1.0472,0,9.37916e-016,-4.22062e-015
4.85,0,1.0472,-1.0472,0,9.39854e-016,-4.22934e-015
4.86,0,1.0472,-1.0472,0,9.41792e-016,-4.23806e-015
4.87,0,1.0472,-1.0472,0,9.4373e-016,-4.24678e-015
4.88,0,1.0472,-1.0472,0,9.45668e-016,-4.25551e-015
4.89,0,1.0472,-1.0472,0,9.47606e-016,-4.26423e-015
4.9,0,1.0472,-1.0472,0,9.49543e-016,-4.27295e-015
4.91,0,1.0472,-1.0472,0,9.51481e-016,-4.28167e-015
4.92,0,1.0472,-1.0472,0,9.53419e-016,-4.29039e-015
4.93,0,1.0472,-1.0472,0,9.55357e-016,-4.29911e-015
4.94,0,1.0472,-1.0472,0,9.57295e-016,-4.30783e-015
4.95,0,1.0472,-1.0472,0,9.59233e-016,-4.31655e-015
4.96,0,1.0472,-1.0472,0,9.61171e-016,-4.32527e-015
4.97,0,1.0472,-1.0472,0,9.63108e-016,-4.33399e-015
4.98,0,1.0472,-1.0472,0,9.65046e-016,-4.34271e-015
4.99,0,1.0472,-1.0472,0,9.66984e-016,-4.35143e-015
5,0,1.0472,-1.0472,0,9.68922e-016,-4.36015e-015
5.01,0,1.0472,-1.0472,0,9.7086e-016,-4.36887e-015
5.02,0,1.0472,-1.0472,0,9.72798e-016,-4.37759e-015
5.03,0,1.0472,-1.0472,0,9.74735e-016,-4.38631e-015
5.04,0,1.0472,-1.0472,0,9.76673e-016,-4.39503e-015
5.05,0,1.0472,-1.0472,0,9.78611e-016,-4.40375e-015
5.06,0,1.0472,-1.0472,0,9.80549e-016,-4.41247e-015
5.07,0,1.0472,-1.0472,0,9.82487e-016,-4.42119e-015
5.08,0,1.0472,-1.0472,0,9.84425e-016,-4.42991e-015
5.09,0,1.0472,-1.0472,0,9.86363e-016,-4.43863e-015
5.1,0,1.0472,-1.0472,0,9.883e-016,-4.44735e-015
5.11,0,1.0472,-1.0472,0,9.90238e-016,-4.45607e-015
5.12,0,1.0472,-1.0472,0,9.92176e-016,-4.46479e-015
5.13,0,1.0472,-1.0472,0,9.94114e-016,-4.47351e-015
5.14,0,1.0472,-1.0472,0,9.96052e-016,-4.48223e-015
5.15,0,1.0472,-1.0472,0,9.9799e-016,-4.49095e-015
5.16,0,1.0472,-1.0472,0,9.99927e-016,-4.49967e-015
5.17,0,1.0472,-1.0472,0,1.00187e-015,-4.50839e-015
5.18,0,1.0472,-1.0472,0,1.0038e-015,-4.51711e-015
5.19,0,1.0472,-1.0472,0,1.00574e-015,-4.52583e-015
5.2,0,1.0472,-1.0472,0,1.00768e-015,-4.53455e-015
5.21,0,1.0472,-1.0472,0,1.00962e-015,-4.54327e-015
5.22,0,1.0472,-1.0472,0,1.01155e-015,-4.552e-015
5.23,0,1.0472,-1.0472,0,1.01349e-015,-4.56072e-015
5.24,0,1.0472,-1.0472,0,1.01543e-015,-4.56944e-015
5.25,0,1.0472,-1.0472,0,1.01737e-015,-4.57816e-015
5.26,0,1.0472,-1.0472,0,1.01931e-015,-4.58688e-015
5.27,0,1.0472,-1.0472,0,1.02124e-015,-4.5956e-015
5.28,0,1.0472,-1.0472,0,1.02318e-015,-4.60432e-015
5.29,0,1.0472,-1.0472,0,1.02512e-015,-4.61304e-015
5.3,0,1.0472,-1.0472,0,1.02706e-015,-4.62176e-015
5.31,0,1.0472,-1.0472,0,1.029e-015,-4.63048e-015
5.32,0,1.0472,-1.0472,0,1.03093e-015,-4.6392e-015
5.33,0,1.0472,-1.0472,0,1.03287e-015,-4.64792e-015
5.34,0,1.0472,-1.0472,0,1.03481e-015,-4.65664e-015
5.35,0,1.0472,-1.0472,0,1.03675e-015,-4.66536e-015
5.36,0,1.0472,-1.0472,0,1.03868e-015,-4.67408e-015
5.37,0,1.0472,-1.0472,0,1.04062e-015,-4.6828e-015
5.38,0,1.0472,-1.0472,0,1.04256e-015,-4.69152e-015
5.39,0,1.0472,-1.0472,0,1.0445e-015,-4.70024e-015
5.4,0,1.0472,-1.0472,0,1.04644e-015,-4.70896e-015
5.41,0,1.0472,-1.0472,0,1.04837e-015,-4.71768e-015
5.42,0,1.0472,-1.0472,0,1.05031e-015,-4.7264e-015
5.43,0,1.0472,-1.0472,0,1.05225e-015,-4.73512e-015
5.44,0,1.0472,-1.0472,0,1.05419e-015,-4.74384e-015
5.45,0,1.0472,-1.0472,0,1.05612e-015,-4.75256e-015
5.46,0,1.0472,-1.0472,0,1.05806e-015,-4.76128e-015
5.47,0,1.0472,-1.0472,0,1.06e-015,-4.77e-015
5.48,0,1.0472,-1.0472,0,1.06194e-015,-4.77872e-015
5.49,0,1.0472,-1.0472,0,1.06388e-015,-4.78744e-015
5.5,0,1.0472,-1.0472,0,1.06581e-015,-4.79616e-015
5.51,0,1.0472,-1.0472,0,1.06775e-015,-4.80488e-015
5.52,0,1.0472,-1.0472,0,1.06969e-015,-4.8136e-015
5.53,0,1.0472,-1.0472,0,1.07163e-015,-4.82232e-015
5.54,0,1.0472,-1.0472,0,1.07357e-015,-4.83104e-015
5.55,0,1.0472,-1.0472,0,1.0755e-015,-4.83976e-015
5.56,0,1.0472,-1.0472,0,1.07744e-015,-4.84849e-015
5.57,0,1.0472,-1.0472,0,1.07938e-015,-4.85721e-015
5.58,0,1.0472,-1.0472,0,1.08132e-015,-4.86593e-015
5.59,0,1.0472,-1.0472,0,1.08325e-015,-4.87465e-015
5.6,0,1.0472,-1.0472,0,1.08519e-015,-4.88337e-015
5.61,0,1.0472,-1.0472,0,1.08713e-015,-4.89209e-015
5.62,0,1.0472,-1.0472,0,1.08907e-015,-4.90081e-015
5.63,0,1.0472,-1.0472,0,1.09101e-015,-4.90953e-015
5.64,0,1.0472,-1.0472,0,1.09294e-015,-4.91825e-015
5.65,0,1.0472,-1.0472,0,1.09488e-015,-4.92697e-015
5.66,0,1.0472,-1.0472,0,1.09682e-015,-4.93569e-015
5.67,0,1.0472,-1.0472,0,1.09876e-015,-4.94441e-015
5.68,0,1.0472,-1.0472,0,1.1007e-015,-4.95313e-015
5.69,0,1.0472,-1.0472,0,1.10263e-015,-4.96185e-015
5.7,0,1.0472,-1.0472,0,1.10457e-015,-4.97057e-015
5.71,0,1.0472,-1.0472,0,1.10651e-015,-4.97929e-015
5.72,0,1.0472,-1.0472,0,1.10845e-015,-4.98801e-015
5.73,0,1.0472,-1.0472,0,1.11038e-015,-4.99673e-015
5.74,0,1.0472,-1.0472,0,1.11232e-015,-5.00545e-015
5.75,0,1.0472,-1.0472,0,1.11426e-015,-5.01417e-015
5.76,0,1.0472,-1.0472,0,1.1162e-015,-5.02289e-015
5.77,0,1.0472,-1.0472,0,1.11814e-015,-5.03161e-015
5.78,0,1.0472,-1.0472,0,1.12007e-015,-5.04033e-015
5.79,0,1.0472,-1.0472,0,1.12201e-015,-5.04905e-015
5.8,0,1.0472,-1.0472,0,1.12395e-015,-5.05777e-015
5.81,0,1.0472,-1.0472,0,1.12589e-015,-5.06649e-015
5.82,0,1.0472,-1.0472,0,1.12783e-015,-5.07521e-015
5.83,0,1.0472,-1.0472,0,1.12976e-015,-5.08393e-015
5.84,0,1.0472,-1.0472,0,1.1317e-015,-5.09265e-015
5.85,0,1.0472,-1.0472,0,1.13364e-015,-5.10137e-015
5.86,0,1.0472,-1.0472,0,1.13558e-015,-5.11009e-015
5.87,0,1.0472,-1.0472,0,1.13751e-015,-5.11881e-015
5.88,0,1.0472,-1.0472,0,1.13945e-015,-5.12753e-015
5.89,0,1.0472,-1.0472,0,1.14139e-015,-5.13626e-015
5.9,0,1.0472,-1.0472,0,1.14333e-015,-5.14498e-015
5.91,0,1.0472,-1.0472,0,1.14527e-015,-5.1537e-015
5.92,0,1.0472,-1.0472,0,1.1472e-015,-5.16242e-015
5.93,0,1.0472,-1.0472,0,1.14914e-015,-5.17114e-015
5.94,0,1.0472,-1.0472,0,1.15108e-015,-5.17986e-015
5.95,0,1.0472,-1.0472,0,1.15302e-015,-5.18858e-015
5.96,0,1.0472,-1.0472,0,1.15495e-015,-5.1973e-015
5.97,0,1.0472,-1.0472,0,1.15689e-015,-5.20602e-015
5.98,0,1.0472,-1.0472,0,1.15883e-015,-5.21474e-015
5.99,0,1.0472,-1.0472,0,1.16077e-015,-5.22346e-015
6,0,1.0472,-1.0472,0,1.16271e-015,-5.23218e-015
6.01,0,1.0472,-1.0472,0,1.16464e-015,-5.2409e-015
6.02,0,1.0472,-1.0472,0,1.16658e-015,-5.24962e-015
6.03,0,1.0472,-1.0472,0,1.16852e-015,-5.25834e-015
6.04,0,1.0472,-1.0472,0,1.17046e-015,-5.26706e-015
6.05,0,1.0472,-1.0472,0,1.1724e-015,-5.27578e-015
6.06,0,1.0472,-1.0472,0,1.17433e-015,-5.2845e-015
6.07,0,1.0472,-1.0472,0,1.17627e-015,-5.29322e-015
6.08,0,1.0472,-1.0472,0,1.17821e-015,-5.30194e-015
6.09,0,1.0472,-1.0472,0,1.18015e-015,-5.31066e-015
6.1,0,1.0472,-1.0472,0,1.18208e-015,-5.31938e-015
6.11,0,1.0472,-1.0472,0,1.18402e-015,-5.3281e-015
6.12,0,1.0472,-1.0472,0,1.18596e-015,-5.33682e-015
6.13,0,1.0472,-1.0472,0,1.1879e-015,-5.34554e-015
6.14,0,1.0472,-1.0472,0,1.18984e-015,-5.35426e-015
6.15,0,1.0472,-1.0472,0,1.19177e-015,-5.36298e-015
6.16,0,1.0472,-1.0472,0,1.19371e-015,-5.3717e-015
6.17,0,1.0472,-1.0472,0,1.19565e-015,-5.38042e-015
6.18,0,1.0472,-1.0472,0,1.19759e-015,-5.38914e-015
6.19,0,1.0472,-1.0472,0,1.19953e-015,-5.39786e-015
6.2,0,1.0472,-1.0472,0,1.20146e-015,-5.40658e-015
6.21,0,1.0472,-1.0472,0,1.2034e-015,-5.4153e-015
6.22,0,1.0472,-1.0472,0,1.20534e-015,-5.42402e-015
6.23,0,1.0472,-1.0472,0,1.20728e-015,-5.43275e-015
6.24,0,1.0472,-1.0472,0,1.20921e-015,-5.44147e-015
6.25,0,1.0472,-1.0472,0,1.21115e-015,-5.45019e-015
6.26,0,1.0472,-1.0472,0,1.21309e-015,-5.45891e-015
6.27,0,1.0472,-1.0472,0,1.21503e-015,-5.46763e-015
6.28,0,1.0472,-1.0472,0,1.21697e-015,-5.47635e-015
6.29,0,1.0472,-1.0472,0,1.2189e-015,-5.48507e-015
6.3,0,1.0472,-1.0472,0,1.22084e-015,-5.49379e-015
6.31,0,1.0472,-1.0472,0,1.22278e-015,-5.50251e-015
6.32,0,1.0472,-1.0472,0,1.22472e-015,-5.51123e-015
6.33,0,1.0472,-1.0472,0,1.22666e-015,-5.51995e-015
6.34,0,1.0472,-1.0472,0,1.22859e-015,-5.52867e-015
6.35,0,1.0472,-1.0472,0,1.23053e-015,-5.53739e-015
6.36,0,1.0472,-1.0472,0,1.23247e-015,-5.54611e-015
6.37,0,1.0472,-1.0472,0,1.23441e-015,-5.55483e-015
6.38,0,1.0472,-1.0472,0,1.23634e-015,-5.56355e-015
6.39,0,1.0472,-1.0472,0,1.23828e-015,-5.57227e-015
6.4,0,1.0472,-1.0472,0,1.24022e-015,-5.58099e-015
6.41,0,1.0472,-1.0472,0,1.24216e-015,-5.58971e-015
6.42,0,1.0472,-1.0472,0,1.2441e-015,-5.59843e-015
6.43,0,1.0472,-1.0472,0,1.24603e-015,-5.60715e-015
6.44,0,1.0472,-1.0472,0,1.24797e-015,-5.61587e-015
6.45,0,1.0472,-1.0472,0,1.24991e-015,-5.62459e-015
6.46,0,1.0472,-1.0472,0,1.25185e-015,-5.63331e-015
6.47,0,1.0472,-1.0472,0,1.25378e-015,-5.64203e-015
6.48,0,1.0472,-1.0472,0,1.25572e-015,-5.65075e-015
6.49,0,1.0472,-1.0472,0,1.25766e-015,-5.65947e-015
6.5,0,1.0472,-1.0472,0,1.2596e-015,-5.66819e-015
6.51,0,1.0472,-1.0472,0,1.26154e-015,-5.67691e-015
6.52,0,1.0472,-1.0472,0,1.26347e-015,-5.68563e-015
6.53,0,1.0472,-1.0472,0,1.26541e-015,-5.69435e-015
6.54,0,1.0472,-1.0472,0,1.26735e-015,-5.70307e-015
6.55,0,1.0472,-1.0472,0,1.26929e-015,-5.71179e-015
6.56,0,1.0472,-1.0472,0,1.27123e-015,-5.72051e-015
6.57,0,1.0472,-1.0472,0,1.27316e-015,-5.72924e-015
6.58,0,1.0472,-1.0472,0,1.2751e-015,-5.73796e-015
6.59,0,1.0472,-1.0472,0,1.27704e-015,-5.74668e-015
6.6,0,1.0472,-1.0472,0,1.27898e-015,-5.7554e-015
6.61,0,1.0472,-1.0472,0,1.28091e-015,-5.76412e-015
6.62,0,1.0472,-1.0472,0,1.28285e-015,-5.77284e-015
6.63,0,1.0472,-1.0472,0,1.28479e-015,-5.78156e-015
6.64,0,1.0472,-1.0472,0,1.28673e-015,-5.79028e-015
6.65,0,1.0472,-1.0472,0,1.28867e-015,-5.799e-015
6.66,0,1.0472,-1.0472,0,1.2906e-015,-5.80772e-015
6.67,0,1.0472,-1.0472,0,1.29254e-015,-5.81644e-015
6.68,0,1.0472,-1.0472,0,1.29448e-015,-5.82516e-015
6.69,0,1.0472,-1.0472,0,1.29642e-015,-5.83388e-015
6.7,0,1.0472,-1.0472,0,1.29836e-015,-5.8426e-015
6.71,0,1.0472,-1.0472,0,1.30029e-015,-5.85132e-015
6.72,0,1.0472,-1.0472,0,1.30223e-015,-5.86004e-015
6.73,0,1.0472,-1.0472,0,1.30417e-015,-5.86876e-015
6.74,0,1.0472,-1.0472,0,1.30611e-015,-5.87748e-015
6.75,0,1.0472,-1.0472,0,1.30804e-015,-5.8862e-015
6.76,0,1.0472,-1.0472,0,1.30998e-015,-5.89492e-015
6.77,0,1.0472,-1.0472,0,1.31192e-015,-5.90364e-015
6.78,0,1.0472,-1.0472,0,1.31386e-015,-5.91236e-015
6.79,0,1.0472,-1.0472,0,1.3158e-015,-5.92108e-015
6.8,0,1.0472,-1.0472,0,1.31773e-015,-5.9298e-015
6.81,0,1.0472,-1.0472,0,1.31967e-015,-5.93852e-015
6.82,0,1.0472,-1.0472,0,1.32161e-015,-5.94724e-015
6.83,0,1.0472,-1.0472,0,1.32355e-015,-5.95596e-015
6.84,0,1.0472,-1.0472,0,1.32549e-015,-5.96468e-015
6.85,0,1.0472,-1.0472,0,1.32742e-015,-5.9734e-015
6.86,0,1.0472,-1.0472,0,1.32936e-015,-5.98212e-015
6.87,0,1.0472,-1.0472,0,1.3313e-015,-5.99084e-015
6.88,0,1.0472,-1.0472,0,1.33324e-015,-5.99956e-015
6.89,0,1.0472,-1.0472,0,1.33517e-015,-6.00828e-015
6.9,0,1.0472,-1.0472,0,1.33711e-015,-6.01701e-015
6.91,0,1.0472,-1.0472,0,1.33905e-015,-6.02573e-015
6.92,0,1.0472,-1.0472,0,1.34099e-015,-6.03445e-015
6.93,0,1.0472,-1.0472,0,1.34293e-015,-6.04317e-015
6.94,0,1.0472,-1.0472,0,1.34486e-015,-6.05189e-015
6.95,0,1.0472,-1.0472,0,1.3468e-015,-6.06061e-015
6.96,0,1.0472,-1.0472,0,1.34874e-015,-6.06933e-015
6.97,0,1.0472,-1.0472,0,1.35068e-015,-6.07805e-015
6.98,0,1.0472,-1.0472,0,1.35261e-015,-6.08677e-015
6.99,0,1.0472,-1.0472,0,1.35455e-015,-6.09549e-015
7,0,1.0472,-1.0472,0,1.35649e-015,-6.10421e-015
7.01,0,1.0472,-1.0472,0,1.35843e-015,-6.11293e-015
7.02,0,1.0472,-1.0472,0,1.36037e-015,-6.12165e-015
7.03,0,1.0472,-1.0472,0,1.3623e-015,-6.13037e-015
7.04,0,1.0472,-1.0472,0,1.36424e-015,-6.13909e-015
7.05,0,1.0472,-1.0472,0,1.36618e-015,-6.14781e-015
7.06,0,1.0472,-1.0472,0,1.36812e-015,-6.15653e-015
7.07,0,1.0472,-1.0472,0,1.37006e-015,-6.16525e-015
7.08,0,1.0472,-1.0472,0,1.37199e-015,-6.17397e-015
7.09,0,1.0472,-1.0472,0,1.37393e-015,-6.18269e-015
7.1,0,1.0472,-1.0472,0,1.37587e-015,-6.19141e-015
7.11,0,1.0472,-1.0472,0,1.37781e-015,-6.20013e-015
7.12,0,1.0472,-1.0472,0,1.37974e-015,-6.20885e-015
7.13,0,1.0472,-1.0472,0,1.38168e-015,-6.21757e-015
7.14,0,1.0472,-1.0472,0,1.38362e-015,-6.22629e-015
7.15,0,1.0472,-1.0472,0,1.38556e-015,-6.23501e-015
7.16,0,1.0472,-1.0472,0,1.3875e-015,-6.24373e-015
7.17,0,1.0472,-1.0472,0,1.38943e-015,-6.25245e-015
7.18,0,1.0472,-1.0472,0,1.39137e-015,-6.26117e-015
7.19,0,1.0472,-1.0472,0,1.39331e-015,-6.26989e-015
7.2,0,1.0472,-1.0472,0,1.39525e-015,-6.27861e-015
7.21,0,1.0472,-1.0472,0,1.39719e-015,-6.28733e-015
7.22,0,1.0472,-1.0472,0,1.39912e-015,-6.29605e-015
7.23,0,1.0472,-1.0472,0,1.40106e-015,-6.30477e-015
7.24,0,1.0472,-1.0472,0,1.403e-015,-6.3135e-015
7.25,0,1.0472,-1.0472,0,1.40494e-015,-6.32222e-015
7.26,0,1.0472,-1.0472,0,1.40687e-015,-6.33094e-015
7.27,0,1.0472,-1.0472,0,1.40881e-015,-6.33966e-015
7.28,0,1.0472,-1.0472,0,1.41075e-015,-6.34838e-015
7.29,0,1.0472,-1.0472,0,1.41269e-015,-6.3571e-015
7.3,0,1.0472,-1.0472,0,1.41463e-015,-6.36582e-015
7.31,0,1.0472,-1.0472,0,1.41656e-015,-6.37454e-015
7.32,0,1.0472,-1.0472,0,1.4185e-015,-6.38326e-015
7.33,0,1.0472,-1.0472,0,1.42044e-015,-6.39198e-015
7.34,0,1.0472,-1.0472,0,1.42238e-015,-6.4007e-015
7.35,0,1.0472,-1.0472,0,1.42432e-015,-6.40942e-015
7.36,0,1.0472,-1.0472,0,1.42625e-015,-6.41814e-015
7.37,0,1.0472,-1.0472,0,1.42819e-015,-6.42686e-015
7.38,0,1.0472,-1.0472,0,1.43013e-015,-6.43558e-015
7.39,0,1.0472,-1.0472,0,1.43207e-015,-6.4443e-015
7.4,0,1.0472,-1.0472,0,1.434e-015,-6.45302e-015
7.41,0,1.0472,-1.0472,0,1.43594e-015,-6.46174e-015
7.42,0,1.0472,-1.0472,0,1.43788e-015,-6.47046e-015
7.43,0,1.0472,-1.0472,0,1.43982e-015,-6.47918e-015
7.44,0,1.0472,-1.0472,0,1.44176e-015,-6.4879e-015
7.45,0,1.0472,-1.0472,0,1.44369e-015,-6.49662e-015
7.46,0,1.0472,-1.0472,0,1.44563e-015,-6.50534e-015
7.47,0,1.0472,-1.0472,0,1.44757e-015,-6.51406e-015
7.48,0,1.0472,-1.0472,0,1.44951e-015,-6.52278e-015
7.49,0,1.0472,-1.0472,0,1.45145e-015,-6.5315e-015
7.5,0,1.0472,-1.0472,0,1.45338e-015,-6.54022e-015
7.51,0,1.0472,-1.0472,0,1.45532e-015,-6.54894e-015
7.52,0,1.0472,-1.0472,0,1.45726e-015,-6.55766e-015
7.53,0,1.0472,-1.0472,0,1.4592e-015,-6.56638e-015
7.54,0,1.0472,-1.0472,0,1.46113e-015,-6.5751e-015
7.55,0,1.0472,-1.0472,0,1.46307e-015,-6.58382e-015
7.56,0,1.0472,-1.0472,0,1.46501e-015,-6.59254e-015
7.57,0,1.0472,-1.0472,0,1.46695e-015,-6.60126e-015
7.58,0,1.0472,-1.0472,0,1.46889e-015,-6.60999e-015
7.59,0,1.0472,-1.0472,0,1.47082e-015,-6.61871e-015
7.6,0,1.0472,-1.0472,0,1.47276e-015,-6.62743e-015
7.61,0,1.0472,-1.0472,0,1.4747e-015,-6.63615e-015
7.62,0,1.0472,-1.0472,0,1.47664e-015,-6.64487e-015
7.63,0,1.0472,-1.0472,0,1.47857e-015,-6.65359e-015
7.64,0,1.0472,-1.0472,0,1.48051e-015,-6.66231e-015
7.65,0,1.0472,-1.0472,0,1.48245e-015,-6.67103e-015
7.66,0,1.0472,-1.0472,0,1.48439e-015,-6.67975e-015
7.67,0,1.0472,-1.0472,0,1.48633e-015,-6.68847e-015
7.68,0,1.0472,-1.0472,0,1.48826e-015,-6.69719e-015
7.69,0,1.0472,-1.0472,0,1.4902e-015,-6.70591e-015
7.7,0,1.0472,-1.0472,0,1.49214e-015,-6.71463e-015
7.71,0,1.0472,-1.0472,0,1.49408e-015,-6.72335e-015
